Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Patricko,2021-06-19 19:35:00,00:01:49,,Peaky Blinders: Season 5 (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:49,Not latest view,PL (Poland)
Patricko,2021-06-19 19:34:06,00:00:33,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 5: Black Tuesday (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:33,00:00:33,PL (Poland)
Patricko,2021-06-19 19:32:24,00:01:35,,Part 2 Trailer: Lupin,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:35,00:01:35,PL (Poland)
Patricko,2021-06-19 19:31:14,00:01:09,Autoplayed: user action: None; ,Season 3 Trailer: Master of None,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:09,00:01:09,PL (Poland)
Patricko,2021-06-19 19:16:21,00:14:43,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: A Matter of Seconds (Episode 18),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:53:56,00:53:56,PL (Poland)
Patricko,2021-06-19 16:25:37,00:58:15,Autoplayed: user action: User_Interaction; ,The Serpent: Limited Series: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:58:13,00:58:13,PL (Poland)
Patricko,2021-06-19 15:51:27,00:00:06,Autoplayed: user action: None; ,The Serpent: Limited Series: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:29:24,Not latest view,PL (Poland)
Patricko,2021-06-19 15:07:08,00:29:20,,The Serpent: Limited Series: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:29:20,Not latest view,PL (Poland)
Patricko,2021-06-19 15:07:00,00:00:06,Autoplayed: user action: None; ,The Serpent: Limited Series_hook_02_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
Patricko,2021-06-19 15:06:42,00:00:12,Autoplayed: user action: None; ,Gemini Man_hook_01_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:12,00:00:12,PL (Poland)
Patricko,2021-06-18 20:54:03,00:55:55,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: The Company (Episode 6),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:55:55,00:55:55,PL (Poland)
Patricko,2021-06-16 16:25:27,00:02:17,,Trailer: The Woman in the Window,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:02:17,00:02:17,PL (Poland)
Patricko,2021-06-16 16:24:16,00:01:09,,Season 3 Trailer: Master of None,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:09,Not latest view,PL (Poland)
Patricko,2021-06-16 16:22:01,00:02:14,,Part 2 Trailer: Lupin,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:02:14,Not latest view,PL (Poland)
Patricko,2021-06-16 14:59:52,01:20:05,,Take the 10,,Samsung CE 2020 Nike-M UHD TV Smart TV,01:20:05,01:20:05,PL (Poland)
Patricko,2021-06-16 14:59:43,00:00:07,Autoplayed: user action: None; ,Take the 10 (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
Patricko,2021-06-16 14:55:45,00:01:58,,"Master of None: Season 3: Moments in Love, Chapter 1 (Episode 1)",,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:58,00:01:58,PL (Poland)
Patricko,2021-06-16 14:52:12,00:02:48,Autoplayed: user action: User_Interaction; ,Master of None: Season 1: Plan B (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:02:48,00:02:48,PL (Poland)
Patricko,2021-06-14 08:31:03,00:13:54,,New Amsterdam: Season 2: A Matter of Seconds (Episode 18),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:40:24,Not latest view,PL (Poland)
Patricko,2021-06-14 08:30:38,00:00:04,Autoplayed: user action: None; ,New Amsterdam: Season 1_hook_05_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-06-10 21:24:52,00:00:03,Autoplayed: user action: None; ,Peaky Blinders: Season 4: The Company (Episode 6),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:03,Not latest view,PL (Poland)
Patricko,2021-06-10 20:26:10,00:56:43,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: The Duel (Episode 5),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:56:43,00:56:43,PL (Poland)
Patricko,2021-06-10 19:01:48,00:57:38,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: Dangerous (Episode 4),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:56:30,00:56:30,PL (Poland)
Patricko,2021-06-09 19:53:39,00:58:52,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: Blackbird (Episode 3),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:58:06,00:58:06,PL (Poland)
Patricko,2021-06-09 19:35:38,00:17:46,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: Heathens (Episode 2),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:56:53,00:56:53,PL (Poland)
Patricko,2021-06-09 19:10:32,00:02:02,,Trailer:  Awake,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:02:02,Not latest view,PL (Poland)
Patricko,2021-06-09 19:08:31,00:01:59,,Season 1 Trailer: The Serpent,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:59,00:01:59,PL (Poland)
Patricko,2021-06-09 19:06:13,00:02:17,,Trailer: The Woman in the Window,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:02:17,Not latest view,PL (Poland)
Patricko,2021-06-09 18:23:30,00:42:31,,New Amsterdam: Season 2: A Matter of Seconds (Episode 18),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:53:57,Not latest view,PL (Poland)
Patricko,2021-06-09 17:01:06,00:15:34,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: A Matter of Seconds (Episode 18),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:15:34,Not latest view,PL (Poland)
Patricko,2021-06-05 17:58:23,00:00:03,,New Amsterdam: Season 2: A Matter of Seconds (Episode 18),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:03,Not latest view,PL (Poland)
Patricko,2021-06-05 17:52:39,00:05:41,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: Liftoff (Episode 17),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:24,00:42:24,PL (Poland)
Patricko,2021-06-03 20:16:59,00:42:15,,Peaky Blinders: Season 4: Heathens (Episode 2),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:15,Not latest view,PL (Poland)
Patricko,2021-06-03 19:00:41,00:57:32,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: The Noose (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:22,00:57:22,PL (Poland)
Patricko,2021-06-03 19:00:13,00:00:08,Autoplayed: user action: None; ,Teaser: I Am All Girls,TEASER_TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:08,Not latest view,PL (Poland)
Patricko,2021-05-31 18:18:13,01:29:59,Autoplayed: user action: User_Interaction; ,Arctic,,Samsung CE 2020 Nike-M UHD TV Smart TV,01:29:00,01:29:00,PL (Poland)
Patricko,2021-05-31 17:36:06,00:00:06,Autoplayed: user action: None; ,And Tomorrow the Entire World_hook_01_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
Patricko,2021-05-31 17:35:40,00:00:04,Autoplayed: user action: None; ,The Sons of Sam: A Descent into Darkness: Clip: Character Intro,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-05-31 17:35:27,00:00:10,Autoplayed: user action: None; ,United 93_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:10,00:00:10,PL (Poland)
Patricko,2021-05-31 17:34:59,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Halston,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-05-31 17:34:46,00:00:06,Autoplayed: user action: None; ,The Interpreter_hook_02_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
Patricko,2021-05-31 17:34:35,00:00:05,Autoplayed: user action: None; ,Hook 1,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
Patricko,2021-05-31 17:34:26,00:00:04,Autoplayed: user action: None; ,Black Space: Season 1_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-05-31 17:34:04,00:00:17,Autoplayed: user action: None; ,Teaser: I Am All Girls,TEASER_TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:17,Not latest view,PL (Poland)
Patricko,2021-05-31 17:33:57,00:00:05,Autoplayed: user action: None; ,Master of None (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,Not latest view,PL (Poland)
Patricko,2021-05-31 17:33:50,00:00:04,Autoplayed: user action: None; ,Trailer: Monster,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
Patricko,2021-05-31 17:33:40,00:00:05,Autoplayed: user action: None; ,Late Night_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
Patricko,2021-05-31 17:33:32,00:00:05,Autoplayed: user action: None; ,Oxygen (VCEE) Hook 6,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
Patricko,2021-05-31 17:33:18,00:00:11,Autoplayed: user action: None; ,Teaser 5: Woman In the Window: Split Screen,TEASER_TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:11,00:00:11,PL (Poland)
Patricko,2021-05-31 16:01:33,00:36:49,,New Amsterdam: Season 2: Liftoff (Episode 17),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:36:49,Not latest view,PL (Poland)
Patricko,2021-05-31 15:19:10,00:42:22,,New Amsterdam: Season 2: Perspectives (Episode 16),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:22,00:42:22,PL (Poland)
Patricko,2021-05-31 14:36:56,00:42:02,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: Double Blind (Episode 15),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:20,00:42:20,PL (Poland)
Patricko,2021-05-30 22:11:13,00:50:26,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 4: The Noose (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:44:54,Not latest view,PL (Poland)
Patricko,2021-05-30 20:54:27,00:00:04,Autoplayed: user action: None; ,El Camino: A Breaking Bad Movie (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
Patricko,2021-05-30 20:54:16,00:00:07,Autoplayed: user action: None; ,Black Mirror: Bandersnatch (Product Trailer for CEE),PROMOTIONAL,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
Patricko,2021-05-30 20:54:02,00:00:05,Autoplayed: user action: None; ,Season 2 Trailer: Narcos: Mexico,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
Patricko,2021-05-30 20:53:44,00:00:05,Autoplayed: user action: None; ,Homeland: Season 7_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
Patricko,2021-05-30 20:53:20,00:00:15,Autoplayed: user action: None; ,Franchise Trailer: Dark,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:15,00:00:15,PL (Poland)
Patricko,2021-05-30 20:53:05,00:00:05,Autoplayed: user action: None; ,Split_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
Patricko,2021-05-30 20:52:14,00:00:20,Autoplayed: user action: None; ,Arctic_hook_01_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:20,00:00:20,PL (Poland)
Patricko,2021-05-30 20:52:04,00:00:06,Autoplayed: user action: None; ,Better Than Us: Season 1_hook_01_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,Not latest view,PL (Poland)
Patricko,2021-05-30 20:51:23,00:00:01,Autoplayed: user action: None; ,The Disappearance of Madeleine McCann: Season 1: The Beneath Truth (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:01,00:00:01,PL (Poland)
Patricko,2021-05-30 20:50:56,00:00:07,Autoplayed: user action: None; ,Velvet Buzzsaw (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
Patricko,2021-05-30 20:50:33,00:00:16,Autoplayed: user action: None; ,HOWITENDS_CLIP_INCITINGINCIDENT,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:16,Not latest view,PL (Poland)
Patricko,2021-05-30 20:50:22,00:00:07,Autoplayed: user action: None; ,Nobody Sleeps in the Woods Tonight (Trailer 2),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
Patricko,2021-05-30 20:47:49,00:02:10,,Two Distant Strangers,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:07:46,00:07:46,PL (Poland)
Patricko,2021-05-30 20:46:56,00:00:09,Autoplayed: user action: None; ,Trailer: Two Distant Strangers,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:09,00:00:09,PL (Poland)
Patricko,2021-05-30 20:46:43,00:00:07,Autoplayed: user action: None; ,Nobody Sleeps in the Woods Tonight (Trailer 2),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:07,Not latest view,PL (Poland)
Patricko,2021-05-30 20:46:32,00:00:05,Autoplayed: user action: None; ,Take the 10 (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,Not latest view,PL (Poland)
Patricko,2021-05-30 20:44:38,00:00:09,Autoplayed: user action: None; ,The Disappearance of Madeleine McCann: Season 1: The Beneath Truth (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:09,Not latest view,PL (Poland)
Patricko,2021-05-30 20:43:59,00:00:14,Autoplayed: user action: User_Interaction; ,The Staircase: Season 1: Crime or Accident? (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:14,00:00:14,PL (Poland)
Patricko,2021-05-24 18:47:21,00:51:59,,Peaky Blinders: Season 3: Episode 6,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:56:51,00:56:51,PL (Poland)
Patricko,2021-05-24 18:40:56,00:04:59,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 3: Episode 6,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:04:55,Not latest view,PL (Poland)
Patricko,2021-05-23 20:25:01,00:16:30,,New Amsterdam: Season 2: Double Blind (Episode 15),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:16:30,Not latest view,PL (Poland)
Patricko,2021-05-23 19:51:32,00:22:24,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: Sabbath (Episode 14),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:41:55,00:41:55,PL (Poland)
Patricko,2021-05-23 19:50:38,00:00:43,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 3: Episode 6,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:43,Not latest view,PL (Poland)
Patricko,2021-05-23 18:45:10,00:23:22,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: Sabbath (Episode 14),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:37:38,Not latest view,PL (Poland)
Patricko,2021-05-23 06:44:29,00:08:18,,New Amsterdam: Season 2: Sabbath (Episode 14),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:18:56,Not latest view,PL (Poland)
Patricko,2021-05-22 21:56:09,00:10:40,,New Amsterdam: Season 2: Sabbath (Episode 14),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:10:40,Not latest view,PL (Poland)
Patricko,2021-05-22 21:55:24,00:00:42,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: In the Graveyard (Episode 13),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:17,00:42:17,PL (Poland)
Patricko,2021-05-22 17:21:17,00:00:04,Autoplayed: user action: None; ,Trailer 2: Army of the Dead,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-05-21 16:32:25,00:13:06,Autoplayed: user action: User_Interaction; ,Two Distant Strangers,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:13:06,Not latest view,PL (Poland)
Patricko,2021-05-21 16:32:08,00:00:02,Autoplayed: user action: None; ,Unorthodox: Limited Series: Part 1 (Episode 1),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:02,00:00:02,PL (Poland)
Patricko,2021-05-21 16:30:40,00:00:06,Autoplayed: user action: None; ,Quicksand (Teaser),TEASER_TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
Patricko,2021-05-21 16:30:19,00:00:08,Autoplayed: user action: None; ,Trailer: I Care a Lot,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
Patricko,2021-05-21 16:30:14,00:00:01,Autoplayed: user action: None; ,The White Tiger,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:01,00:00:01,PL (Poland)
Patricko,2021-05-21 16:30:02,00:00:06,Autoplayed: user action: None; ,Trailer: Two Distant Strangers,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,Not latest view,PL (Poland)
Patricko,2021-05-21 16:29:31,00:00:27,Autoplayed: user action: None; ,Trailer: Two Distant Strangers,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:27,Not latest view,PL (Poland)
Patricko,2021-05-21 16:28:45,00:00:11,Has branched playback; Autoplayed: user action: None; ,My Octopus Teacher_PVS_MEGA,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:03:22,00:03:22,PL (Poland)
Patricko,2021-05-21 16:28:38,00:00:04,Autoplayed: user action: None; ,The Secret: Dare to Dream_hook_05_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-05-21 16:28:10,00:00:05,Autoplayed: user action: None; ,Trailer: The Innocent,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:05,Not latest view,PL (Poland)
Patricko,2021-05-21 16:27:24,00:00:18,Autoplayed: user action: None; ,Trailer 2: Army of the Dead,TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:18,Not latest view,PL (Poland)
Patricko,2021-05-21 16:27:17,00:00:04,Autoplayed: user action: None; ,"Volume 2 Trailer: Love, Death & Robots",TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
Patricko,2021-05-21 16:27:03,00:00:08,Autoplayed: user action: None; ,A Long Way Down,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:47:14,00:47:14,PL (Poland)
Patricko,2021-05-20 20:27:23,00:55:23,,Peaky Blinders: Season 3: Episode 5,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:55:23,00:55:23,PL (Poland)
Patricko,2021-05-19 21:23:55,00:00:10,Autoplayed: user action: None; ,Peaky Blinders: Season 3: Episode 5,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:11,Not latest view,PL (Poland)
Patricko,2021-05-19 20:29:57,00:53:55,,Peaky Blinders: Season 3: Episode 4,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:53:55,00:53:55,PL (Poland)
Patricko,2021-05-19 19:44:18,00:00:02,Autoplayed: user action: None; ,Peaky Blinders: Season 3: Episode 4,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:03,Not latest view,PL (Poland)
Patricko,2021-05-19 18:28:03,00:57:55,,Peaky Blinders: Season 3: Episode 3,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:26,00:57:26,PL (Poland)
Patricko,2021-05-18 19:33:16,00:58:35,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 3: Episode 2,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:01,00:57:01,PL (Poland)
Patricko,2021-05-17 21:14:16,00:39:07,,Peaky Blinders: Season 3: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:55:10,00:55:10,PL (Poland)
Patricko,2021-05-17 14:18:52,00:15:57,,Peaky Blinders: Season 3: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:16:04,Not latest view,PL (Poland)
Patricko,2021-05-17 12:29:01,00:00:09,,Peaky Blinders: Season 3: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:09,Not latest view,PL (Poland)
Patricko,2021-05-17 12:28:55,00:00:04,Autoplayed: user action: None; ,Peaky Blinders: Season 5 (Trailer),TRAILER,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
Patricko,2021-05-16 21:47:44,00:41:40,,New Amsterdam: Season 2: In the Graveyard (Episode 13),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:41:40,Not latest view,PL (Poland)
Patricko,2021-05-16 21:34:51,00:12:51,Autoplayed: user action: User_Interaction; ,"New Amsterdam: Season 2: 14 Years, 2 Months, 8 Days (Episode 12)",,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:29,00:42:29,PL (Poland)
Patricko,2021-05-16 20:09:25,00:58:20,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 2: Episode 6,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:58:20,00:58:20,PL (Poland)
Patricko,2021-05-16 14:43:40,00:29:43,,"New Amsterdam: Season 2: 14 Years, 2 Months, 8 Days (Episode 12)",,Samsung CE 2020 Nike-M UHD TV Smart TV,00:29:43,Not latest view,PL (Poland)
Patricko,2021-05-16 14:02:36,00:41:02,,New Amsterdam: Season 2: Hiding Behind My Smile (Episode 11),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:05,00:42:05,PL (Poland)
Patricko,2021-05-16 12:27:19,00:00:18,Autoplayed: user action: None; ,New Amsterdam: Season 2: Hiding Behind My Smile (Episode 11),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:05,Not latest view,PL (Poland)
Patricko,2021-05-16 12:06:09,00:20:26,,New Amsterdam: Season 2: Code Silver (Episode 10),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:31,00:42:31,PL (Poland)
Patricko,2021-05-15 22:59:18,00:22:31,,New Amsterdam: Season 2: Code Silver (Episode 10),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:23:07,Not latest view,PL (Poland)
Patricko,2021-05-15 21:21:57,00:42:22,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: The Island (Episode 9),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:22,00:42:22,PL (Poland)
Patricko,2021-05-15 20:39:37,00:42:18,,New Amsterdam: Season 2: What the Heart Wants (Episode 8),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:18,00:42:18,PL (Poland)
Patricko,2021-05-15 19:57:44,00:41:51,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: Good Soldiers (Episode 7),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:28,00:42:28,PL (Poland)
Patricko,2021-05-12 20:08:41,00:57:41,,Peaky Blinders: Season 2: Episode 5,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:41,00:57:41,PL (Poland)
Patricko,2021-05-11 18:48:30,01:01:46,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 2: Episode 4,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:15,00:57:15,PL (Poland)
Patricko,2021-05-10 20:03:06,00:00:01,Autoplayed: user action: None; ,Peaky Blinders: Season 2: Episode 4,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:02,Not latest view,PL (Poland)
Patricko,2021-05-10 19:34:42,00:27:22,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 2: Episode 3,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:58:17,00:58:17,PL (Poland)
Patricko,2021-05-10 19:33:39,00:01:02,Autoplayed: user action: None; ,Peaky Blinders: Season 5_hook_primary_16x9,HOOK,Samsung CE 2020 Nike-M UHD TV Smart TV,00:01:02,Not latest view,PL (Poland)
Patricko,2021-05-08 21:18:11,00:37:51,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 2: Episode 3,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:37:52,Not latest view,PL (Poland)
Patricko,2021-05-08 20:18:09,00:58:23,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 2: Episode 2,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:10,00:57:10,PL (Poland)
Patricko,2021-05-08 18:07:13,00:00:15,Autoplayed: user action: None; ,Peaky Blinders: Season 2: Episode 2,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:16,Not latest view,PL (Poland)
Patricko,2021-05-08 16:55:12,00:58:34,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 2: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:58:34,00:58:34,PL (Poland)
Patricko,2021-05-07 20:31:01,00:00:05,Autoplayed: user action: None; ,Peaky Blinders: Season 2: Episode 1,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:06,Not latest view,PL (Poland)
Patricko,2021-05-07 18:52:11,00:53:53,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 1: Episode 6,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:53:34,00:53:34,PL (Poland)
Patricko,2021-05-05 21:03:22,00:00:02,,New Amsterdam: Season 2: Good Soldiers (Episode 7),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:00:39,Not latest view,PL (Poland)
Patricko,2021-05-05 20:20:59,00:42:23,,New Amsterdam: Season 2: Righteous Right Hand (Episode 6),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:23,00:42:23,PL (Poland)
Patricko,2021-05-05 19:38:32,00:42:25,Autoplayed: user action: User_Interaction; ,New Amsterdam: Season 2: The Karman Line (Episode 5),,Samsung CE 2020 Nike-M UHD TV Smart TV,00:42:25,00:42:25,PL (Poland)
Patricko,2021-05-03 20:54:01,00:55:40,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 1: Episode 5,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:55:41,00:55:41,PL (Poland)
Patricko,2021-05-03 20:01:04,00:20:32,,Peaky Blinders: Season 1: Episode 4,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:57:56,00:57:56,PL (Poland)
Patricko,2021-05-03 17:57:49,00:38:35,Autoplayed: user action: User_Interaction; ,Peaky Blinders: Season 1: Episode 4,,Samsung CE 2020 Nike-M UHD TV Smart TV,00:38:36,Not latest view,PL (Poland)
